Titre,Date de publication,URL,Contenu,sentiment_finbert,sentiment_label,sentiment_score,sentiment_numerique
LVMH to buy majority stake in Rimowa - The Economic Times,"Wed, 05 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL2ludGVybmF0aW9uYWwvYnVzaW5lc3MvbHZtaC10by1idXktbWFqb3JpdHktc3Rha2UtaW4tcmltb3dhL2FydGljbGVzaG93LzU0Njg1MTk0LmNtc9IBeWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL2ludGVybmF0aW9uYWwvYnVzaW5lc3MvbHZtaC10by1idXktbWFqb3JpdHktc3Rha2UtaW4tcmltb3dhL2FtcF9hcnRpY2xlc2hvdy81NDY4NTE5NC5jbXM?oc=5&hl=en-US&gl=US&ceid=US:en,"



(You can now subscribe to our

(You can now subscribe to our Economic Times WhatsApp channel

LONDON: LVMH Moet Hennessy Louis Vuitton SE agreed to take over suitcase maker Rimowa for 640 million euros ($716 million) and will put Alexandre Arnault in charge of the group’s first German asset, a sign that Bernard Arnault is expanding his offspring’s role in the luxury empire.The world’s largest luxury goods maker is buying an 80 per cent stake from Dieter Morszeck, grandson of Rimowa’s founder, LVMH.Morszeck will run the Cologne-based business alongside 24-year-old Alexandre Arnault, who gets his first big job at his father’s group. The acquisition is LVMH’s biggest since the 2013 purchase of cashmere maker Loro Piana.Rimowa’s grooved aluminum suitcases have become a common sight in airport security lines, owned by celebrities including Will.i.am and Gwyneth Paltrow.","{'label': 'Neutral', 'score': 0.9999736547470093}",neutral,0.9999736547470093,0
Bijan | LVMH Moet Hennessy Louis Vuitton | Rodeo Drive - The Real Deal,"Wed, 26 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vdGhlcmVhbGRlYWwuY29tL2xhLzIwMTYvMTAvMjYvbG91aXMtdnVpdHRvbi1iaWphbi1zdWVkLW92ZXItMTIybS1zYWxlLW9mLXJvZGVvLWRyaXZlLXN0b3JlZnJvbnQv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Two L.A. businessmen say they were duped out of a commission on one of the year’s most fashionable deals.

Three months after the $19,405-per-square-foot, record-shattering sale of the Bijan storefront in Beverly Hills, both the seller and the eventual buyer, Louis Vuitton parent company LVMH, are being dragged into court by the two men, who were hired to help arrange a sale.

In a complaint filed in July, Andrew Cohen and Vincent Bouvier claim they they were hired by Bijan president Dar Mahboubi to bring in possible buyers for the iconic bright yellow retail space in early 2016, Curbed reported.

Sign Up for the undefined Newsletter SIGN UP

Mahboubi had agreed to pay the plaintiffs a 1 percent finder’s fee — or $1.2 million, as the property sold for $122 million — after the sale closed, according to the lawsuit. But when LVMH entered into the picture, Mahboubi pushed Cohen and Bouvier out of the deal, they allege. Now, they’re seeking $2 million in damages.

Meanwhile, LVMH is likely planning to raze the store to make way for a bigger structure on the 7,629-square-foot lot.

The next hearing is scheduled for December 15, according to court records. [Curbed] — Cathaleen Chen","{'label': 'Neutral', 'score': 0.9958058595657349}",neutral,0.9958058595657349,0
Lawsuit Flares Up Over $122 Million Sale of Bijan Store - Los Angeles Business Journal,"Mon, 24 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vbGFidXNpbmVzc2pvdXJuYWwuY29tL3JlYWwtZXN0YXRlL2xhd3N1aXQtZmxhcmVzLW92ZXItMTIyLW1pbGxpb24tc2FsZS1iaWphbi1zdG9yZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"A pair of Los Angeles-based businessmen who said they helped arrange the $122 million sale of the Bijan store on Rodeo Drive in July are suing two fashion companies connected to the deal, claiming to be owed a finder’s fee.

The ritzy shop sold for $19,405 a square foot, a California retail record, to LVMH Moet Hennessy Louis Vuitton Inc. after Bijan flipped its contract to purchase the property.

The complaint, filed July 7 in Los Angeles Superior Court, alleges that Andrew Cohen and Vincent Bouvier brought LVMH into the deal and negotiated with Bijan chairman Dar Mahboubi to take 1 percent of the final sales price. It also contends that, although the agreement was not recorded in writing, “Mr. Cohen reasonably relied on Mr. Mahboubi’s promises.”

Related Link: Record Sale Could Cost House of Bijan Home

A case conference is set for Tuesday in which the judge is expected to set a trial date.

Cohen and Bouvier’s attorney declined to comment. Attorneys for Bijan and LVMH did not respond to a request for comment.","{'label': 'Neutral', 'score': 0.9396663308143616}",neutral,0.9396663308143616,0
Two companies are about to control a quarter of the world's luggage market - Yahoo Finance,"Tue, 04 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHA6Ly9maW5hbmNlLnlhaG9vLmNvbS9uZXdzL3R3by1jb21wYW5pZXMtY29udHJvbC1xdWFydGVyLXdvcmxkLTE4MTgyNDUwOS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Red or blue?

The world of luggage-making is getting smaller.

French luxury-brand conglomerate LVMH said on Oct. 4 that it will buy a majority stake in Rimowa, the 118-year-old German luggage manufacturer known for its grooved, aluminum suitcases, for €640 euros ($718 million).

It’s the second large deal in the premium luggage market this year. The world’s largest luggage maker, Samsonite, agreed to buy its smaller, upscale rival Tumi for $1.8 billion (pdf) in March.

Rimowa said it expects the deal to be completed in January 2017 after a review by regulators. If all goes according to plan, Samsonite and LVMH, the parent of Louis Vuitton, will control roughly 25% of the world’s luggage market, based on data from market-research firm Euromonitor International. (Even before the acquisition of Tumi, Samsonite’s market share dwarfed that of LVMH, it’s closest rival, which had a 5% share last year.)

Both deals will give the companies a stronger presence in the coveted Asian luggage market, the world’s largest and fastest growing.

Travel accessories companies have reason to be optimistic about industry growth. Worldwide, international tourist arrivals rose 4% in the first half of 2016, according to the United Nations World Tourism Organization. That’s 561 million tourists hopscotching the globe.

The tricky part will be getting all those tourists to keep stocking up on luggage, when a new suitcase isn’t something you need to buy every year.

Sign up for the Quartz Daily Brief, our free daily newsletter with the world’s most important and interesting news.

More stories from Quartz:","{'label': 'Neutral', 'score': 0.9995899796485901}",neutral,0.9995899796485901,0
More details emerge of rumoured LVMH Pinarello deal - road.cc,"Wed, 19 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vcm9hZC5jYy9jb250ZW50L25ld3MvMjA4NjM3LW1vcmUtZGV0YWlscy1lbWVyZ2UtcnVtb3VyZWQtbHZtaC1waW5hcmVsbG8tZGVhbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"The rumoured frontrunner to buy Italian bike brand Pinarello is not Louis Vuitton owner LVMH, contrary to reports earlier this week, but rather a private equity firm based in the United States that earlier this year entered a partnership with the luxury goods giant.

It may be a subtle distinction, but it’s an important one that perhaps provides a stronger rationale for a deal that, if initial reports were to be believed, would have seen the Italian bike manufacturer sit alongside the likes of Louis Vuitton, Bulgari and Veuve Clicquot in the LVMH brand line-up.

> Louis Vuitton owner LVMH reportedly set to buy Pinarello

According to a Bloomberg report citing “people familiar with the matter” – American journalese for insiders who do not want to go on the record – Greenwich, Connecticut-based firm L Catterton is the favourite to acquire a stake in the Veneto-based bike brand, founded in 1952.

The private equity house was created earlier this year when LVMH, together with CEO Bernard Arnault’s family holding company, took a stake in Catterton.

The latter was established in 1989, is said to retain a 60 per cent holding in the venture, and has made investments in more than 150 mid-market companies around the world.

Those include yacht-builder Princess, activewear brand Sweaty Betty, and pet food manufacturer Lily’s Kitchen.

Current L Catterton investments within the sports industry include compression clothing maker 2XU, the Peloton at-home fitness bike, sports drinks and supplements manufacturer X2 Performance, and the 360fly action camera brand.

It’s not difficult to see Pinarello, which has a reported turnover of some €50 million, slotting in there. Moreover, LVMH’s tie-up with the private equity firm allows it to invest in growing businesses that might otherwise seem a strange fit with its stable of brands in five distinct sectors – fashion and leather goods, wines and spirits, perfumes and cosmetics, watches and jewellery, and selective retailing.

Yesterday, Pinarello issued a statement which managed to steer a fine line between neither confirming nor denying that a private equity deal which would raise funds for growth by selling part of the family’s shareholding might be on the table.

“With reference to press leaks, the Pinarello family confirms that they have been evaluating, since a few years, different assets reinforcement options with a strong industrial base, in order to further strengthen the Pinarello brand in the world,” the statement read.

It added: “The Pinarello family is not considering to exit the business and will continue to follow the company in its future growth, as it has always done and with the same passion.”

According to Bloomberg’s sources, the family is indeed looking to sell a majority stake and is “in talks with several private equity funds” – a normal part of the process where a corporate finance house acting for owners of a business is looking for buyers.

It adds, in line with previous reports, that Fausto Pinarello would remain as CEO, which strongly suggests the family would retain a stake, and would be consistent with their assertion they are not planning to “exit the business"" – or not entirely, at least.

Pinarello bikes have been ridden to 12 Tour de France victories - the three most recent by Chris Froome - and 2012 Tour winner Sir Bradley Wiggins used a custom track bike from the Italian manufacturer when he set the UCI Hour Record at Lea Valley VeloPark last year.","{'label': 'Neutral', 'score': 0.9999443292617798}",neutral,0.9999443292617798,0
Should high-end brands avoid Amazon? - RetailWire,"Fri, 21 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vcmV0YWlsd2lyZS5jb20vZGlzY3Vzc2lvbi9zaG91bGQtaGlnaC1lbmQtYnJhbmRzLWF2b2lkLWFtYXpvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"While Amazon seeks to add more luxury brands on its path to become the largest U.S. apparel seller by 2017, LVMH last week asserted it had no plans to start selling on the giant e-commerce site.

“We believe the business of Amazon does not fit with LVMH full stop and it does not fit with our brands,” LVMH CFO Jean-Jacques Guiony told investors on the company’s third-quarter conference call. “There is no way we can do business with them for the time being.”

The French company owns Louis Vuitton, Givenchy, Céline and a controlling stake in Dior, as well as number of high-end liquor, jewelry and watch brands.

The comments reflect a general apprehension by many high-end brands about e-commerce. These include concerns over pricing and counterfeits and whether online selling diminishes luxury’s cachet and exclusivity.

At the same time, Mr. Guiony’s statement speaks to sentiments that selling directly to Amazon is similar to selling to Walmart.

“For now, I think it is a smart move for LVMH to stay away from Amazon,” Jared Wiesel, partner at Revenue Analytics, told MarketWatch. “These two brands are polar opposites when it comes to what they stand for — Amazon is about access to everyday products at affordable prices for the masses, LVMH is about exclusivity and luxury.”

W Magazine notes that Amazon is gaining access to some designer brands such as Michael Kors and Kate Spade, but only entry-level goods and a limited selection.

Some feel Amazon must enhance its experience to support luxury selling. Yoox’s and Net-A-Porter’s luxury sites, for example, are filled with motivational content rather than deals.

Oliver Chen, the analyst at Cowen & Co. who asked the question on the conference call, however, believes LVMH has no choice but to consider Amazon or another dynamic online alternative given that luxury spending is bound to shift to online sales in the future.

He wrote in a research note, “Time is the new luxury and LVMH will need to look for omnichannel ways to add luxurious convenience and personalization to the selling and brand experience.”","{'label': 'Neutral', 'score': 0.9999682903289795}",neutral,0.9999682903289795,0
LVMH-owned Sephora sues local firm for trademark infringement - ETRetail,"Fri, 28 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiogFodHRwczovL3JldGFpbC5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3MvaGVhbHRoLWFuZC1iZWF1dHkvY29zbWV0aWNzLWFuZC1mcmFncmFuY2VzL2x2bWgtb3duZWQtc2VwaG9yYS1zdWVzLWxvY2FsLWZpcm0tZm9yLXRyYWRlbWFyay1pbmZyaW5nZW1lbnQvNTUxMDYyOTPSAaYBaHR0cHM6Ly9yZXRhaWwuZWNvbm9taWN0aW1lcy5pbmRpYXRpbWVzLmNvbS9hbXAvbmV3cy9oZWFsdGgtYW5kLWJlYXV0eS9jb3NtZXRpY3MtYW5kLWZyYWdyYW5jZXMvbHZtaC1vd25lZC1zZXBob3JhLXN1ZXMtbG9jYWwtZmlybS1mb3ItdHJhZGVtYXJrLWluZnJpbmdlbWVudC81NTEwNjI5Mw?oc=5&hl=en-US&gl=US&ceid=US:en,"By ,

ETRetail

Join the community of 2M+ industry professionals Subscribe to our newsletter to get latest insights & analysis. Download ETRetail App Get Realtime updates

Save your favourite articles Scan to download App

NEW DELHI: Sephora , a cosmetics company owned by LVMH , has dragged a local company to court for registering its name as a trademark and selling Sephora-branded footwear.LVMH, the parent of several luxury brands including Louis Vuitton , has filed half a dozen cases in India against companies and individuals for selling counterfeit products and for trademark infringement.German premium fashion brand Hugo Boss is suing a Mumbai-based firm for selling bags and accessories branded ‘Boss Bag Boss’.A host of global fashion and luxury goods companies are currently locked in court cases in India, seeking to stop trademark infringement and prevent the sale of counterfeit items.In its lawsuit against Kanishk Gupta in August, Sephora said it operates more than 2,000 outlets in 32 countries and the French company has registered the Sephora brand as a trademark in countries including India. The company said it had registered its local unit, Sephora Cosmetics Private Ltd, in 2007 and subsequently its internet domain name, Sephora.in. Lawyers representing Sephora and Gupta said both parties are settling the case. “They would give up the trademark,” said Kamal Sharma , lawyer for Sephora. After changing a few hands, Sephora has tied up with Arvind Lifestyle Brands and it runs nine outlets in India.Similarly, Hugo Boss has filed an infringement case against Mumbai businessman Rafique Haroon Kudia in July for selling Boss Bag Boss-branded baggage items. Kudia had filed to register Boss Bag Boss as a trademark in 2013, which the German company objected to. “Our monogram, style are different and not matching at all with Hugo Boss,” said Kudia. “I have no idea what is their problem.”Kripa Pandit, a lawyer for Hugo Boss, said the case is sub judice and declined to comment.Louis Vuitton has filed at least half a dozen cases in the Delhi HC this year alleging trademark violations and sales of counterfeit items by local firms and individuals, according to the court’s website.“On a perusal of the documents and the plaint, I am satisfied that the plaintiff has made out a prima facie case for grant of ex-parte ad-interim orders of injunction,” the court said, granting an interim injunction to Louis Vuitton in February in a case against Tarundeep Singh and others.The defendants were restrained from infringing the plaintiff ’s mark and from selling, advertising or dealing in products bearing the trademark Louis Vuitton, the LV logo, the Toile monogram pattern, the Damier pattern and the LV Flower pattern, the court said.","{'label': 'Neutral', 'score': 0.9968242645263672}",neutral,0.9968242645263672,0
Louis Vuitton set to buy Pinarello | Cyclingnews - Cyclingnews,"Sun, 16 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmN5Y2xpbmduZXdzLmNvbS9uZXdzL2xvdWlzLXZ1aXR0b24tc2V0LXRvLWJ1eS1waW5hcmVsbG8v0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"Image 1 of 5 Geraint Thomas' Pinarello Dogma F8 (Image credit: Josh Evans / Immediate Media) Sir Bradley Wiggins' custom painted Pinarello Dogma F8 (Image credit: Josh Evans / Immediate Media) Team Sky's Pinarello Dogma (Image credit: Tim de Waele/TDWSport.com) The custom painted Pinarello of Two-time British road national champion - Peter Kennaugh (Image credit: David Rome / Immediate Media) It's a brand with more racing pedigreee than most, but it also happens to be one of the more expensive seen in the WorldTour (Image credit: David Rome / Immediate Media)

LVMH Moët Hennessy Louis Vuitton SE, better known as LVMH Group, is set to purchase the Italian bike brand Pinarello, according to a report on Tuttobiciweb.it. The European multinational luxury goods conglomerate headed by Bernard Arnault is looking to branch out into the sports and wellness markets.

LVMH Group is best known for its high-end brands Louis Vuitton fashion and handbags, Moet & Chandon champagnes, along with a wide range of luxury brands in the clothing, cosmetics, fashion accessories, jewellery, perfumes, spirits, watches and wines arena. However, according to the report, LVMH Group is interested in expanding into the sports, wellness and leisure markets with cycling's prominent brand Pinarello as its primary purchase objective.

The Pinarello brand was founded by Nani Pinarello, whose son Fausto Pinarello has been president since 1977. The company currently manufactures bicycles for the road, track and cyclo-cross, but its prized product is the F8 Dogma that ranges from €10,000 to €12,000. Pinarello is also involved in tourism and owns prime holiday real-estate along with luxury holiday and travel brand Pinarello Travel and the Pinarello Granfondo 'La Pina'.

LVMH Group was also attracted by the bike brands presence in professional cycling based on its equipment sponsorship of Team Sky, team of Tour de France winner Chris Froome. In July, Pinarello and Team Sky extended its partnership for a further four years.

Negotiations for the purchase began several months ago by a firm in Milan between the Treviso-based Pinarello and LVMH Group, and what needs to be settled on is only the final sale price, however, the deal could be complete soon. If the transaction becomes official, Fausto Pinarello will remain the CEO of the brand.","{'label': 'Neutral', 'score': 0.9999978542327881}",neutral,0.9999978542327881,0
"DFS navigates ""difficult tourist environment"", as LVMH grows - DFNIonline.com","Mon, 10 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmRmbmlvbmxpbmUuY29tL2xhdGVzdC1uZXdzL3JldGFpbC9kZnMtaW1wYWN0ZWQtZGlmZmljdWx0LWFzaWFuLXRvdXJpc20tZW52aXJvbm1lbnQtbHZtaC1ncm93cy0xMC0xMC0yMDE2L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"LVMH’s Selective Retailing division, which houses duty-free arm DFS Group and beauty retailer Sephora, reported organic revenue growth of 6% for the period, despite a difficult tourist environment in Asia, particularly in Macau and Hong Kong. After opening in Cambodia in H1 2016, DFS opened a new T Galleria in Venice, Italy, expanding its presence in major tourist destinations.

Sephora continued to gain market share in all markets, recording double-digit revenue growth. Online sales increased rapidly in all regions and Sephora continued its store-opening programme.

The group as a whole saw organic growth of 6% in Q3, an acceleration compared to the first half of the year. Asia, excluding Japan, showed a significant improvement during the quarter. The United States remains well positioned, as does Europe, with the exception of France, which continues to feel the impact of a decline in the number of tourists.","{'label': 'Positive', 'score': 0.9999996423721313}",positive,0.9999996423721313,1
Pinarello set to be bought by Louis Vuitton group - CyclingWeekly,"Mon, 17 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmN5Y2xpbmd3ZWVrbHkuY29tL25ld3MvbGF0ZXN0LW5ld3MvcGluYXJlbGxvLXNldC1ib3VnaHQtbG91aXMtdnVpdHRvbi0yOTAyOTTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"If you were in any doubt about where Pinarello sits in the cycling market, the Italian company is now being targetted by the LVMH Moët Hennessy Louis Vuitton SE group (LVMH), the company behind high-end luxury brands such as Louis Vuitton, Dior, and Moet et Chandon.

>>> Elia Viviani's amazing gold and blue Pinarelo Dogma F8 is rather special

According to Italian cycling website TuttoBici Web, the luxury good conglomerate is looking to move into the sports and wellness market, and sees Pinarello as its first objective in pursuing this goal.

Watch: Pinarello Dogma F8 review

The deal will see LVMH acquire ownership of the Pinarello brand, but should see no change to the overall structure of Pinarello, with current CEO Fausto Pinarello remaining in his position, and no change to the direction of the company or any of its businesses away from building bikes, such as its travel business Pinarello Travel, or the Pinarello Granfondo.

LVMH has apparently also been attracted to Pinarello by the company's association with Team Sky, with the British team riding Pinarello bikes since its inception in 2010, and continuing to do so until at least 2020.

Negotiations towards the deal have been in progress for the last few months and seem to have been moving swiftly, with the final purchasing price being the only major detail yet to be agreed upon.","{'label': 'Neutral', 'score': 0.9999961853027344}",neutral,0.9999961853027344,0
Louis Vuitton's e-commerce antipathy - an unsustainable mindset in a world of Amazon retail? - diginomica,"Thu, 13 Oct 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vZGlnaW5vbWljYS5jb20vbG91aXMtdnVpdHRvbnMtZS1jb21tZXJjZS1hbnRpcGF0aHktYW4tdW5zdXN0YWluYWJsZS1taW5kc2V0LWluLWEtd29ybGQtb2YtYW1hem9uLXJldGFpbNIBc2h0dHBzOi8vZGlnaW5vbWljYS5jb20vbG91aXMtdnVpdHRvbnMtZS1jb21tZXJjZS1hbnRpcGF0aHktYW4tdW5zdXN0YWluYWJsZS1taW5kc2V0LWluLWEtd29ybGQtb2YtYW1hem9uLXJldGFpbD9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"In fact at times it seems that there’s active resistance to the market-levelling potential of online retail. Consider the comments from LVMH Moet Hennessey Louis Vuitton CFO Jean-Jacques Guiony this week, when he declared that the firm’s various brands - which includes Moet, Christian Dior and Louis Vuitton - do not view e-commerce as a “big opportunity”, more a necessary evil:

E-commerce is obviously something we need to have. We need to offer the feature to our clients, but in itself we don’t expect these to become a big, big channel otherwise it would have be the case already I would say.

He added:

We believe very much in the digital content of the selling experience having in mind that more or less all our clients before shopping within our stores grow on the website of the brand before. So basically we have to make a breach between the website and the store in a stronger way. So that's what we have in mind and we also believe a lot in e-marketing particularly on the full network. Two years ago, it was not clear what we could do there, but now it becomes much clear.

The other thing that Guiony is certain of is that his conglomerate’s offerings are too high-end for the likes of Amazon:

We believe that the existing business of Amazon doesn’t fit with our luxury full stop, but also doesn’t fit with our brands. If they change the business model, I don’t know, but with the existing business model, there is no way we can do business with them for the time being.

Guiony is not alone in his apparent distaste for online retail. Earlier this year, Chanel’s president Bruno Palovsky told Vogue: .

We need to not forget in this world where everything is digital, that keeping this exclusivity is an important way to engage with customers… e-commerce is more about buying something and if you don’t like it then you send it back, which is difficult to do with what we are doing, so we try to keep something back.

How much longer?

